id
1382212020066529280
1382122580337778689
1381815172889649153
1381765757759934466
1381741507690958849
1381736876504047620
1381472146938068993
1381389480565776384
1380771996133253123
1380712963498106880
1380394651593502727
1380394625152786433
1380384980216471555
1380326258765045763
1380101201962835973
1380046077701746692
1379943193387565057
1379669217125928960
1379595487473397760
1379312918110461955
1378210654755110914
1377757668085886978
1377531176454287366
1377522628282343427
1377480005505085449
1377473134987644929
1377448201939116034
1377448170792218628
1377447605903319042
1377447592812900354
1377429245694070785
1377420513602019329
1377407693091086337
1377401447822712836
1377181649406849026
1377178941887193101
1377178680686878722
1377178599594192904
1377178303459516417
1377177819520765956
1377175768849997830
1377175283669757959
1377167497279889413
1377141618193526784
1377141610631208963
1377141603094040582
1377134375620370440
1377132230112202753
1377117802318864387
1377087130472620033
1377085438247137280
1377076409894543365
1377074390127439878
1377035713779134464
1377033366923407360
1377026360221126656
1377022135860781056
1377015325460324353
1376998046169358338
1376975525210546177
1376975522958209026
1376975519271374852
1376839833226645508
1376826870084202496
1376794939137220608
1376788437592723460
1376768256388734977
1376701886468792320
1376663893871747076
1376655194289627136
1376641784047001600
1376459120086110208
1376440044282519552
1376410799187484673
1376327298773774336
1376070542076178433
1376067690020794369
1375945731295436802
1375728262706384900
1375726454026104832
1375362351604494340
1375322556140425216
1375286684934270976
1375254598147993601
1375227568920535042
1375175654791114754
1374998997543251969
1374969588392153088
1374907830965182465
1374877850575151110
1374870532361920519
1374633117235879940
1374629994324889602
1374285456108441603
1374172010939445248
1374122393220784128
1373866536193028098
1373839575496282113
1373814077038882819
1373795059850604544
1373784747961249792
1373507161423294464
1373176370289766400
1372757772723310592
1372684242782547970
1372646490590519299
1372465548190126091
1372412446951022592
1372400519986094092
1372382411921580032
1372353112657203202
1372313143381086208
1372102013182377991
1372034963374235648
1371959468221558784
1371710320947949572
1371687948983275520
1371675990082998276
1371580749724278785
1371297861162311681
1371212037146210307
1370970446225534979
1370221310635216897
1370109774222782473
1369875734412619781
1369810731751800842
